station_code,water_flow,predictions
6119020,8.15,8.436553142857143
6119020,8.192857142857143,9.716221142857142
6119020,10.041428571428572,7.632832571428571
6119020,10.027142857142858,8.294764571428571
6119020,48.65714285714286,19.705171999999997
6119020,18.528571428571432,35.28961114285714
6119020,15.814285714285717,17.022170285714285
6119020,9.928571428571429,15.064653714285717
6119020,10.62142857142857,8.294764571428571
6119020,8.705714285714285,10.310229714285713
6119020,8.639999999999999,7.813327428571429
6119020,7.561428571428571,11.318167714285714
6119020,16.052857142857142,11.481356857142854
6119020,34.27142857142857,33.01484514285714
6119020,22.142857142857142,26.233662857142857
6119020,27.82857142857143,20.57079628571428
6119020,23.614285714285717,32.79786285714286
6119020,26.342857142857145,29.772954857142853
6119020,50.08571428571429,33.569320857142856
6119020,28.114285714285717,35.32899171428571
6119020,16.63,27.676240857142858
6119020,15.632857142857144,27.589153428571425
6119020,19.32857142857143,18.21669342857143
6119020,13.232857142857144,16.97945485714286
6119020,8.124285714285715,14.359597142857142
6119020,6.178571428571429,7.632832571428571
6119020,5.267142857142858,6.263148000000001
6119020,5.2128571428571435,6.91692942857143
6119020,4.935714285714285,4.621118285714285
6119020,4.575714285714286,4.387755428571429
6119020,4.761428571428572,3.7028431428571436
6119020,5.682857142857143,3.7028431428571436
6119020,5.688571428571429,7.424062571428571
6119020,6.154285714285714,5.122604
6119020,5.5600000000000005,6.263148000000001
6119020,5.735714285714286,7.381668571428572
6119020,5.51,5.239289714285714
6119020,5.0200000000000005,7.423097142857142
6119020,5.047142857142857,4.387755428571429
6119020,4.9142857142857155,4.387755428571429
6119020,10.115714285714288,12.477296285714285
6119020,25.02857142857143,13.29236142857143
6119020,15.257142857142856,23.907120857142854
6119020,14.331428571428573,15.19339657142857
6119020,11.40857142857143,29.58849657142857
6119020,11.802857142857144,12.946099142857143
6119020,10.255714285714284,12.917527714285711
6119020,21.428571428571427,17.041854571428573
6119020,12.475714285714286,18.078153714285715
6119020,26.85571428571429,16.007824
6119020,28.214285714285715,24.884855714285713
6119020,23.02857142857143,32.77773200000001
6119020,18.314285714285713,21.71783057142857
6119020,13.428571428571429,17.022170285714285
6119020,11.635714285714286,14.359597142857142
6119020,12.054285714285712,14.101079714285715
6119020,11.20142857142857,14.141154000000002
6119020,9.024285714285714,11.218100857142856
6119020,10.064285714285717,7.813327428571429
6119020,18.67142857142857,10.83183942857143
6119020,20.87142857142857,17.122190000000003
6119020,21.642857142857142,30.129931142857146
6119020,23.75714285714286,18.435324857142856
6119020,17.62857142857143,25.792798571428577
6119020,22.4,15.96271457142857
6119020,28.514285714285712,23.966633714285717
6119020,20.62857142857143,28.027277428571427
6119020,28.9,30.661025714285714
6119020,46.0,33.80336714285715
6119020,51.142857142857146,36.34053228571429
6119020,49.2,36.53387542857143
6119020,48.614285714285714,41.23915457142857
6119020,48.8,37.98101057142858
6119020,39.471428571428575,35.32899171428571
6119020,22.414285714285715,28.687694285714283
6119020,17.97142857142857,20.19682542857143
6119020,13.01142857142857,18.092433714285715
6119020,9.964285714285714,14.359597142857142
6119020,9.708571428571428,8.294764571428571
6119020,7.651428571428572,8.294764571428571
6119020,5.151428571428572,7.632832571428571
6119020,5.778571428571429,9.722370285714286
6119020,5.1000000000000005,5.239289714285714
6119020,4.052857142857143,4.4398982857142855
6119020,3.955714285714286,3.4831317142857143
6119020,5.424285714285714,4.468811428571429
6119020,5.445714285714287,6.817602571428572
6119020,4.6571428571428575,4.621118285714285
6119020,4.894285714285714,9.784460285714287
6119020,9.598571428571429,3.7028431428571436
6119020,9.94285714285714,11.175354857142858
6119020,5.848571428571428,8.294764571428571
6119020,8.379999999999999,5.419454571428571
6119020,8.927142857142858,7.632832571428571
6119020,15.864285714285714,7.813327428571429
6119020,30.15571428571429,32.32857114285714
6119020,41.271428571428565,32.476546285714285
6119020,25.514285714285712,31.44813171428572
6119020,14.83,23.439878000000004
6119020,12.454285714285714,14.752503428571428
6119020,11.711428571428572,16.429166857142857
6119020,9.665714285714284,12.946099142857143
6119020,6.755714285714285,8.294764571428571
6119020,10.171428571428573,6.588442857142858
6119020,9.728571428571428,8.651306
6119020,8.145714285714286,8.294764571428571
6119020,7.074285714285714,7.632832571428571
6119020,6.562857142857142,7.207234285714286
6119020,7.23,6.487128571428571
6119020,7.651428571428572,7.267857428571428
6119020,7.032857142857142,7.632832571428571
6119020,5.917142857142857,7.207234285714286
6119020,5.324285714285715,5.419454571428571
6119020,5.727142857142858,4.621118285714285
6119020,14.151428571428571,15.095725142857143
6119020,18.657142857142855,28.95739142857143
6119020,18.685714285714287,18.172403142857146
6119020,25.457142857142856,24.95249228571429
6119020,43.75714285714286,23.439878000000004
6119020,47.285714285714285,52.46434114285714
6119020,32.542857142857144,34.83101057142857
6119020,38.05714285714286,24.38811857142857
6119020,28.928571428571427,34.42467742857143
6119020,25.957142857142856,35.96813628571429
6119020,27.4,34.167222
6119020,26.9,33.316895428571435
6119020,36.82857142857143,32.29526857142857
6119020,38.871428571428574,40.52763571428572
6119020,29.171428571428574,53.97671771428571
6119020,42.714285714285715,25.361420857142857
6119020,18.157142857142855,31.863544285714283
6119020,12.435714285714283,17.022170285714285
6119020,7.357142857142857,13.480347428571427
6119020,12.254285714285714,15.33576
6119020,18.657142857142855,12.946099142857143
6119020,9.231428571428571,17.689368
6119020,6.691428571428572,7.813327428571429
6119020,7.311428571428571,6.588442857142858
6119020,9.571428571428571,11.999458857142857
6119020,7.072857142857143,8.267593142857141
6119020,6.468571428571429,15.68914114285714
6119020,20.87142857142857,11.187387428571427
6119020,94.25714285714284,29.246284
6119020,39.25714285714286,69.5991137142857
6119020,49.74285714285714,54.391682571428575
6119020,63.0,70.03017057142857
6119020,53.457142857142856,46.19717685714285
6119020,42.385714285714286,56.447759999999995
6119020,76.78571428571429,54.46528114285714
6119020,38.1,60.24144428571429
6119020,26.38571428571429,50.00782342857142
6119020,48.34285714285714,35.04478257142857
6119020,27.714285714285715,35.38643914285714
6119020,17.67142857142857,24.42385885714286
6119020,10.385714285714286,15.862694857142857
6119020,12.911428571428573,9.638536285714284
6119020,11.91,14.359597142857142
6119020,11.73,12.946099142857143
6119020,9.204285714285714,12.946099142857143
6119020,8.132857142857143,7.813327428571429
6119020,9.348571428571429,7.632832571428571
6119020,10.47,7.813327428571429
6119020,10.837142857142856,11.434181714285714
6119020,10.414285714285716,10.405639999999998
6119020,8.697142857142856,9.638536285714284
6119020,8.214285714285714,7.813327428571429
6119020,12.281428571428572,7.632832571428571
6119020,11.23,15.904340571428571
6119020,23.285714285714285,13.790612857142856
6119020,12.785714285714286,31.369674571428572
6119020,21.47142857142857,29.602160285714284
6119020,22.428571428571427,22.60463714285714
6119020,24.928571428571427,21.704423428571427
6119020,27.47142857142857,28.486341714285714
6119020,29.057142857142857,30.772709714285714
6119020,36.5,29.876545142857143
6119020,25.285714285714285,29.002390857142856
6119020,14.785714285714286,31.368307714285717
6119020,9.347142857142858,14.752503428571428
6119020,15.105714285714289,11.614387428571431
6119020,9.205714285714285,16.738252857142857
6119020,9.61285714285714,12.939010571428573
6119020,5.927142857142857,8.267593142857141
6119020,5.028571428571429,5.419454571428571
6119020,5.217142857142856,4.387755428571429
6119020,4.925714285714285,4.621118285714285
6119020,4.5442857142857145,4.387755428571429
6119020,4.437142857142858,3.7028431428571436
6119020,7.105714285714286,13.053839142857143
6119020,4.672857142857143,7.254148571428572
6119020,4.552857142857143,3.7028431428571436
6119020,3.798571428571429,3.7028431428571436
6119020,39.35285714285715,18.771121714285712
6119020,28.385714285714283,50.23780371428571
6119020,48.17142857142857,28.90849057142857
6119020,36.771428571428565,37.98101057142858
6119020,19.87142857142857,30.252315142857142
6119020,19.342857142857145,17.29313857142857
6119020,19.157142857142855,17.403918571428573
6119020,18.65142857142857,17.1234
6119020,12.907142857142857,17.022170285714285
6119020,10.028571428571428,14.359597142857142
6119020,11.547142857142855,8.774621714285713
6119020,14.801428571428572,12.946099142857143
6119020,14.167142857142858,15.357540571428572
6119020,30.042857142857144,30.413479142857145
6119020,41.214285714285715,28.926849428571426
6119020,35.1,38.458202285714286
6119020,32.22857142857143,28.34420114285714
6119020,20.8,24.579595142857144
6119020,21.857142857142858,17.63869742857143
6119020,21.157142857142855,25.392118
6119020,36.32857142857143,30.839594
6119020,28.842857142857145,30.252315142857142
6119020,26.114285714285717,23.92583057142857
6119020,29.985714285714288,24.53722371428571
6119020,27.885714285714283,23.92583057142857
6119020,22.057142857142857,24.321544857142857
6119020,22.67142857142857,20.432118857142857
6119020,29.914285714285715,31.649422571428573
6119020,53.58571428571428,35.44558714285715
6119020,29.857142857142858,65.320632
6119020,24.657142857142855,25.54622542857143
6119020,44.771428571428565,23.00702114285714
6119020,58.55714285714286,35.936578
6119020,44.271428571428565,45.39928371428571
6119020,38.82857142857143,45.71132714285714
6119020,48.7,28.313748857142855
6119020,50.42857142857143,39.13282342857143
6119020,34.0,36.53387542857143
6119020,24.82857142857143,27.12867028571429
6119020,18.614285714285717,25.95065942857143
6119020,12.242857142857144,17.022170285714285
6119020,10.778571428571428,12.946099142857143
6119020,8.634285714285713,10.310229714285713
6119020,8.981428571428571,7.7367740000000005
6119020,6.7542857142857144,7.813327428571429
6119020,4.2628571428571425,6.588442857142858
6119020,3.3871428571428575,3.6080460000000003
6119020,3.5142857142857147,2.886559428571429
6119020,3.182857142857143,3.317488000000001
6119020,4.7057142857142855,2.877688857142857
6119020,4.668571428571428,3.983190571428571
6119020,4.5200000000000005,5.802339999999999
6119020,4.385714285714285,10.480917428571429
6119020,5.3500000000000005,9.018922000000002
6119020,4.714285714285714,4.621118285714285
6119020,4.247142857142857,12.035896285714287
6119020,10.474285714285712,8.370603142857142
6119020,12.832857142857142,14.043364285714285
6119020,22.4,29.634393714285714
6119020,31.571428571428573,24.517144000000002
6119020,26.87142857142857,24.517862285714287
6119020,13.05,23.747062285714286
6119020,10.347142857142858,14.359597142857142
6119020,7.385714285714286,8.651306
6119020,6.251428571428572,7.430173142857143
6119020,24.20285714285714,12.433131714285715
6119020,19.40142857142857,26.735859142857144
6119020,33.6,18.510187142857145
6119020,48.028571428571425,35.68516171428571
6119020,21.042857142857144,36.17156542857143
6119020,25.885714285714283,19.431894857142858
6119020,22.9,23.86256228571429
6119020,16.714285714285715,21.105513428571427
6119020,25.242857142857144,28.406552
6119020,39.628571428571426,31.974129714285713
6119020,36.642857142857146,50.186375142857145
6119020,44.528571428571425,29.92482228571429
6119020,27.428571428571427,35.25688514285714
6119020,22.557142857142857,24.066687714285717
6119020,22.157142857142855,20.55399657142857
6119020,27.3,20.19682542857143
6119020,26.385714285714283,23.975354857142857
6119020,16.685714285714287,30.983376571428572
6119020,22.885714285714283,16.846654
6119020,30.214285714285715,20.685144285714287
6119020,33.6,32.744119142857144
6119020,44.0,27.029460285714286
6119020,34.92857142857143,35.60122857142857
6119020,28.685714285714283,26.16654857142857
6119020,21.457142857142856,23.92583057142857
6119020,17.314285714285713,18.078153714285715
6119020,13.41,16.047117142857143
6119020,10.034285714285714,25.783285428571432
6119020,9.157142857142857,8.294764571428571
6119020,8.37142857142857,12.53442142857143
6119020,5.768571428571429,7.632832571428571
6119020,5.3185714285714285,5.239289714285714
6119020,3.9957142857142856,9.899276
6119020,3.898571428571429,3.7539934285714285
6119020,3.567142857142857,3.7539934285714285
6119020,3.207142857142857,3.3974879999999996
6119020,3.5028571428571427,2.877688857142857
6119020,3.217142857142857,3.251065142857143
6119020,4.775714285714286,6.037030000000001
6119020,9.705714285714285,7.904547714285715
6119020,5.968571428571429,8.294764571428571
6119020,6.9799999999999995,5.402854571428572
6119020,5.251428571428571,6.738951428571429
6119020,5.3999999999999995,4.621118285714285
6119020,6.021428571428571,4.621118285714285
6119020,6.482857142857143,5.729511714285715
6119020,8.081428571428571,6.487128571428571
6119020,9.044285714285715,7.632832571428571
6119020,18.77,10.619840857142858
6119020,21.881428571428575,17.515417714285714
6119020,33.285714285714285,20.497580857142854
6119020,14.46,24.992723428571427
6119020,14.3,15.685863142857142
6119020,40.042857142857144,30.585085428571432
6119020,25.1,31.755620000000004
6119020,26.5,25.31457457142857
6119020,15.742857142857144,23.747062285714286
6119020,19.057142857142857,29.376614285714286
6119020,14.042857142857144,17.263740571428574
6119020,22.342857142857145,31.857884857142857
6119020,20.785714285714285,21.50156628571428
6119020,16.842857142857145,27.229409714285715
6119020,14.814285714285717,15.16467342857143
6119020,12.44285714285714,14.752503428571428
